typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
SubmodelElementCollection,PLC,,,,,,
SubmodelElementCollection,ReferenceImplementation,,,,,,
SubmodelElementCollection,ReferenceImplementation_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Resi4MPM,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,DUTs,,,,,,
SubmodelElementCollection,SRecoveryRequestOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STriggeredOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,xPPU_Container,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,POUs,,,,,,
SubmodelElementCollection,00_ProgramMain,,,,,,
SubmodelElementCollection,MAIN,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,01_SequenceControl,,,,,,
SubmodelElementCollection,xPPU_Automatic,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Crane,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_LSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_PAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_PicAlpha,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_RFC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_SSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Stack,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Stamp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,98_Utility,,,,,,
SubmodelElementCollection,FC_InitAlarmTexts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,99_ExtrafunctionalImpl,,,,,,
SubmodelElementCollection,ButtonManager,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PlcTask,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ReferenceImplementation_Instance,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Resi4MPM_Lib,,,,,,
SubmodelElementCollection,Resi4MPM_Lib_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Models,,,,,,
SubmodelElementCollection,Behavior,,,,,,
SubmodelElementCollection,Strategy,,,,,,
SubmodelElementCollection,ESpecialStepIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EStrategyStates,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SStep,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SStrategy,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STransition,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,BehaviorBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ControlPrimitiveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EBehaviorType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EOperationResult,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESpecialBehaviorIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LinearSequence,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ModuleSequenceBase,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessState,,,,,,
SubmodelElementCollection,AdsStateSynch,,,,,,
SubmodelElementCollection,SAdsSymbol,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessCondition,,,,,,
SubmodelElementCollection,BoolExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ComparisonExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EBoolOperation,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EComparisonType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EExpressionType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IValExp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SBoolExpressionSpec,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SConditionSpec,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SInterlock,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SPrimitiveCondition,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ValueExpression,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,EDataType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,HardwareObservationBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ParameterSet,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProductBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SNamedValue,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SValue,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,UValues,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Reconfiguration,,,,,,
SubmodelElementCollection,EAbortState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ECompSeqState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ERecoveryState,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ERetargetType,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SCompensation,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRecovery,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRecoveryRequestOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SRetargeting,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STriggeredOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ResiConst,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Services,,,,,,
SubmodelElementCollection,Base,,,,,,
SubmodelElementCollection,ErrorManagerBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESeverity,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ESpecialAlarmIds,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,IService,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SAlarm,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ProcessManager,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ServiceContainer,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,StateTracker,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Resi4MPM_Lib_Instance,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Lib,,,,,,
SubmodelElementCollection,xPPU_Lib_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Resi4MPM,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,HMI_Texts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,02_ModuleSequences,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,03_ControlPrimitives,,,,,,
SubmodelElementCollection,Carrier,,,,,,
SubmodelElementCollection,Crane,,,,,,
SubmodelElementCollection,Crane_MoveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToLSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToStack,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_MoveToStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PickPutBase,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PickUpWP,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Crane_PutDownWP,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickAlpha,,,,,,
SubmodelElementCollection,PicAlpha_MoveBase,,,,,,
End-SubmodelElementCollection,,,,,,,
