typeName,idShort,value,valueType,category,descriptionEN,descriptionDE,semanticId
SubmodelElementCollection,PLC,,,,,,
SubmodelElementCollection,ReferenceImplementation,,,,,,
SubmodelElementCollection,ReferenceImplementation_Project,,,,,,
SubmodelElementCollection,External_Types,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,References,,,,,,
SubmodelElementCollection,Resi4MPM,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_Standard,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc2_System,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Tc3_Module,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,DUTs,,,,,,
SubmodelElementCollection,SRecoveryRequestOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,STriggeredOutput,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,GVLs,,,,,,
SubmodelElementCollection,xPPU_Container,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,POUs,,,,,,
SubmodelElementCollection,00_ProgramMain,,,,,,
SubmodelElementCollection,MAIN,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,01_SequenceControl,,,,,,
SubmodelElementCollection,xPPU_Automatic,,,,,,
SubmodelElementCollection,Crane_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,LSC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PAC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PicAlpha_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,RFC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SSC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stack_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Stamp_active,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Crane,,,,,,
SubmodelElementCollection,MoveToLSC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToStack_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToStack_entry,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToStamp_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpWP_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpWPStack_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpWPStamp_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownWP_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownWPLSC_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownWPStamp_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionPutOnStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionWaytoLSC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionWaytoStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_LSC,,,,,,
SubmodelElementCollection,ResetLSCWP,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPAtStart_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPAC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPAC_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampEnd_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampEnd_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampMid_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampMid_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampStart_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampStart_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionToPAC,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionToRampEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionToRampMid,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionToRampStart,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_PAC,,,,,,
SubmodelElementCollection,TransferFirstWPToSSCStart_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferFirstWPToSSCStart_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPSStart_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPSStart_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToSSC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToSSC_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPDidNotGetPos4,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_PicAlpha,,,,,,
SubmodelElementCollection,MoveToPos1_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToPos1_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToPos2_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToPos3_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MoveToPos4_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpPos1_entry,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpPos1_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpPos2_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PickUpWP_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,Pos4NotFree_entry,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownPos3_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownPos4_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PutDownWP_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,SecondWPCondition,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ThirdWPCondition,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_RFC,,,,,,
SubmodelElementCollection,Check_WPGetRFCEnd,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToLSC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToLSC_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPSEnd_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPSEnd_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_SSC,,,,,,
SubmodelElementCollection,aTransferWPToSSCEnd_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MetalDetection,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToPSStart_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampEnd_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRampEnd_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRFC_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToRFC_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,TransferWPToSSCEnd_exit,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPAtRFCCheck,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Stack,,,,,,
SubmodelElementCollection,ProvideWP_active,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,xPPU_Stamp,,,,,,
SubmodelElementCollection,Stamp_active,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,WPConditionStamp,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,98_Utility,,,,,,
SubmodelElementCollection,FC_InitAlarmTexts,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,99_ExtrafunctionalImpl,,,,,,
SubmodelElementCollection,ButtonManager,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,PlcTask,,,,,,
End-SubmodelElementCollection,,,,,,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,ReferenceImplementation_Instance,,,,,,
SubmodelElementCollection,PlcTask_Outputs,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_Motor_DO_TurnClockwise,,,,MAIN.m_container.m_crane.Motor.DO_TurnClockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_Motor_DO_TurnCounterclockwise,,,,MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_VacuumGripper_DO_VacuumOn,,,,MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,,
End-SubmodelElementCollection,,,,,,,
SubmodelElementCollection,MAIN_m_container_m_crane_o_VacuumGripper_VacuumHit,,,,MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,,
End-SubmodelElementCollection,,,,,,,
